timestamp,ax,ay,az,gx,gy,gz,delay_ms,classe_prevista,tempo_s,Fase,Classe_Prevista
1774299715126,0.0904008,-0.880538,0.211349,0.237962,-0.230776,0.0973268,3.26619,4,67.569,Swing,5.0
1774299715140,0.0880062,-0.888752,0.211545,0.305327,-0.198584,0.0718797,3.31268,4,67.583,Swing,5.0
1774299715153,0.0877449,-0.900109,0.2095,0.37155099999999996,-0.16816,0.048742200000000006,3.28619,4,67.596,Swing,5.0
1774299715167,0.0895343,-0.915325,0.206157,0.435439,-0.140521,0.030824600000000004,4.19354,5,67.61,Swing,5.0
1774299715181,0.0938506,-0.934211,0.200996,0.49303400000000003,-0.117729,0.0172091,3.26941,5,67.624,Swing,5.0
1774299715194,0.0973696,-0.953562,0.19511,0.542563,-0.09876360000000001,0.00413471,3.28001,5,67.637,Swing,5.0
1774299715208,0.100756,-0.974,0.188499,0.583345,-0.0816028,-0.011306400000000001,3.29086,5,67.651,Swing,5.0
1774299715221,0.103396,-0.992893,0.180651,0.613717,-0.0657642,-0.029666500000000002,3.27469,5,67.664,Swing,5.0
1774299715234,0.104416,-1.00041,0.168117,0.642112,-0.048446100000000006,-0.0485426,3.36025,5,67.677,Swing,5.0
1774299715248,0.10632,-1.00336,0.158704,0.681207,-0.0303011,-0.0650067,3.33695,5,67.691,Swing,5.0
1774299715262,0.107564,-1.01698,0.151443,0.7205790000000001,-0.0146683,-0.07960110000000001,3.32475,5,67.705,Swing,5.0
1774299715275,0.106597,-1.03344,0.143272,0.7449020000000001,0.000905536,-0.09109460000000001,3.28618,5,67.718,Swing,5.0
1774299715289,0.104102,-1.04389,0.130675,0.760423,0.0147109,-0.100402,4.18178,5,67.732,Swing,5.0
1774299715303,0.105881,-1.04916,0.118735,0.776212,0.027001,-0.108742,3.2696,5,67.746,Swing,5.0
1774299715316,0.108671,-1.05863,0.106325,0.791698,0.034632500000000004,-0.11829200000000001,3.27643,5,67.759,Swing,5.0
1774299715330,0.109748,-1.07372,0.0917352,0.7965519999999999,0.0378624,-0.12899,3.28288,5,67.773,Swing,5.0
1774299715343,0.107917,-1.08194,0.0708219,0.789355,0.036976100000000005,-0.140514,3.32595,5,67.786,Heel-strike,1.0
1774299715356,0.105333,-1.07871,0.0461894,0.788458,0.037561000000000004,-0.14636,3.28699,5,67.799,Heel-strike,1.0
1774299715370,0.106065,-1.0837,0.0245559,0.800765,0.0377535,-0.143828,3.2623,5,67.813,Heel-strike,1.0
1774299715384,0.108089,-1.09868,0.00591856,0.799001,0.0276716,-0.14077,4.041,5,67.827,Heel-strike,1.0
1774299715397,0.103842,-1.10827,-0.0143274,0.7745350000000001,0.0150551,-0.13838,3.26686,5,67.84,Heel-strike,1.0
1774299715411,0.0988737,-1.10794,-0.0353963,0.7507980000000001,0.00494891,-0.133191,3.26784,5,67.854,Heel-strike,1.0
1774299715424,0.0946138,-1.11288,-0.0529279,0.729165,-0.0043677,-0.12422599999999999,3.27804,5,67.867,Heel-strike,1.0
1774299715437,0.0875826,-1.1231,-0.0692337,0.6911459999999999,-0.01353,-0.112158,3.29903,5,67.88,Heel-strike,1.0
1774299715451,0.076364,-1.12911,-0.0861718,0.642088,-0.0175282,-0.098742,3.3008,5,67.894,Heel-strike,1.0
1774299715464,0.0601374,-1.13544,-0.103341,0.5899340000000001,-0.0106446,-0.0872772,3.2744,5,67.907,Heel-strike,1.0
1774299715478,0.0452077,-1.14263,-0.120036,0.529242,0.00915238,-0.0829725,3.28875,5,67.921,Heel-strike,1.0
1774299715491,0.0356287,-1.14651,-0.136504,0.46265,0.0377257,-0.0874601,3.26971,5,67.934,Heel-strike,1.0
1774299715505,0.0353731,-1.12243,-0.0991118,0.424333,0.0629536,-0.090617,4.07328,5,67.948,Heel-strike,1.0
1774299715519,0.0374029,-1.11478,-0.036172,0.392515,0.07817260000000001,-0.0942477,3.27015,5,67.962,Heel-strike,1.0
1774299715532,0.0368135,-1.133,0.00643053,0.33319499999999996,0.079337,-0.11039199999999999,3.27599,5,67.975,Heel-strike,1.0
1774299715545,0.0409798,-1.14727,0.0239584,0.24178999999999998,0.0716583,-0.129925,3.3151,2,67.988,Heel-strike,1.0
1774299715559,0.0537829,-1.13146,0.0227077,0.171146,0.058458500000000004,-0.12606299999999998,3.28508,2,68.002,Heel-strike,1.0
1774299715572,0.0598336,-1.1179,0.0260388,0.147831,0.0506278,-0.10042999999999999,3.29719,2,68.015,Heel-strike,1.0
1774299715586,0.0579963,-1.11932,0.039442,0.126167,0.052194000000000004,-0.0821435,3.27771,5,68.029,Heel-strike,1.0
1774299715600,0.0578196,-1.1119,0.0536363,0.08613250000000001,0.0553037,-0.0838645,4.09355,5,68.043,Heel-strike,1.0
1774299715613,0.0627969,-1.09795,0.0611134,0.0635271,0.052920999999999996,-0.087951,3.2693,5,68.056,Heel-strike,1.0
1774299715626,0.0669799,-1.09117,0.0658185,0.047101,0.0456278,-0.0789113,3.27879,5,68.069,Heel-strike,1.0
1774299715640,0.0686418,-1.08035,0.073681,0.026595,0.0411973,-0.06402870000000001,3.39996,5,68.083,Heel-strike,1.0
1774299715653,0.0693875,-1.07188,0.0768115,0.0111701,0.040415,-0.05720430000000001,3.27888,5,68.096,Heel-strike,1.0
1774299715667,0.0717234,-1.06011,0.0842574,0.0008921809999999999,0.04294800000000001,-0.05327200000000001,3.28512,5,68.11,Heel-strike,1.0
1774299715680,0.0750463,-1.05452,0.0889646,-0.00794425,0.0432408,-0.0452398,3.26819,5,68.123,Heel-strike,1.0
1774299715693,0.0763981,-1.0472,0.0967118,-0.0134461,0.0425152,-0.033573200000000004,3.28247,5,68.136,Heel-strike,1.0
1774299715707,0.0766551,-1.04523,0.103052,-0.0188407,0.0440869,-0.026598899999999998,3.27141,5,68.15,Heel-strike,1.0
1774299715721,0.0771145,-1.03831,0.111572,-0.0253285,0.045921500000000004,-0.023740999999999998,3.94429,5,68.164,Heel-strike,1.0
1774299715734,0.0791766,-1.0356,0.117241,-0.0318506,0.045032699999999995,-0.0187783,3.26532,5,68.177,Foot-flat,2.0
1774299715748,0.0778387,-1.03182,0.122759,-0.0385721,0.043924000000000005,-0.0113921,3.31388,5,68.191,Foot-flat,2.0
1774299715761,0.0763138,-1.02759,0.128772,-0.043923199999999996,0.0438966,-0.00921588,3.30366,5,68.204,Foot-flat,2.0
1774299715774,0.077087,-1.02495,0.133977,-0.0487514,0.044294599999999996,-0.0100563,3.28214,5,68.217,Foot-flat,2.0
1774299715788,0.0783388,-1.02094,0.139243,-0.0536514,0.043432899999999997,-0.00806635,3.29475,5,68.231,Foot-flat,2.0
1774299715801,0.078906,-1.01811,0.143308,-0.0578954,0.0411122,-0.00645351,3.26971,5,68.244,Foot-flat,2.0
1774299715815,0.078637,-1.01616,0.147813,-0.0620599,0.037568700000000003,-0.006476880000000001,3.28671,5,68.258,Foot-flat,2.0
1774299715828,0.0785612,-1.01277,0.152047,-0.0653912,0.0346478,-0.00630198,3.28769,5,68.271,Foot-flat,2.0
1774299715841,0.0789692,-1.01003,0.15458,-0.0689767,0.0321777,-0.0064109300000000004,3.32364,5,68.284,Foot-flat,2.0
1774299715855,0.0808862,-1.00802,0.157216,-0.0707597,0.0295035,-0.00663794,3.29419,5,68.298,Foot-flat,2.0
1774299715868,0.0826232,-1.00571,0.159746,-0.071612,0.026123,-0.00559763,3.28104,5,68.311,Foot-flat,2.0
1774299715882,0.0834515,-1.00341,0.163533,-0.0717057,0.022786499999999998,-0.00540354,3.2914,5,68.325,Foot-flat,2.0
1774299715895,0.0845745,-0.999849,0.166962,-0.0722138,0.0197657,-0.0056057,3.26838,5,68.338,Foot-flat,2.0
1774299715909,0.086289,-0.997325,0.169676,-0.0728347,0.015437000000000001,-0.00453765,4.11048,5,68.352,Foot-flat,2.0
1774299715923,0.0856651,-0.996033,0.171501,-0.0745297,0.0107046,-0.00212507,3.26923,5,68.366,Foot-flat,2.0
1774299715936,0.0849616,-0.994487,0.173739,-0.0762795,0.00659299,-0.00077269,3.28612,3,68.379,Foot-flat,2.0
1774299715950,0.0858371,-0.997696,0.171426,-0.0789374,0.00220251,-0.0006308650000000001,3.31582,3,68.393,Foot-flat,2.0
1774299715963,0.0860657,-0.990921,0.175139,-0.07870160000000001,-0.00185179,0.00245749,3.28186,3,68.406,Foot-flat,2.0
1774299715976,0.0844265,-0.99513,0.175595,-0.0822256,-0.006059750000000001,0.0030133100000000004,3.29403,3,68.419,Foot-flat,2.0
1774299715990,0.0861475,-0.994745,0.175282,-0.0857275,-0.009415090000000001,0.0023904,3.30071,3,68.433,Foot-flat,2.0
1774299716004,0.0860529,-0.992231,0.176436,-0.0897138,-0.0120684,0.00385774,4.24538,3,68.447,Foot-flat,2.0
1774299716017,0.0864536,-0.989058,0.177197,-0.0927486,-0.0144616,0.00543545,3.27523,3,68.46,Foot-flat,2.0
1774299716031,0.0863563,-0.987337,0.177648,-0.09631959999999999,-0.0162066,0.0069846100000000005,3.27451,3,68.474,Foot-flat,2.0
1774299716044,0.0859643,-0.984389,0.176862,-0.0981317,-0.0190099,0.0091491,3.3184,3,68.487,Foot-flat,2.0
1774299716058,0.0845858,-0.982509,0.176911,-0.100138,-0.0218573,0.011873,3.25877,3,68.501,Foot-flat,2.0
1774299716071,0.0830647,-0.979719,0.175954,-0.0996847,-0.024583400000000002,0.0134036,3.28418,3,68.514,Foot-flat,2.0
1774299716084,0.0824537,-0.977338,0.175946,-0.09669219999999999,-0.0273364,0.0128402,3.26434,3,68.527,Foot-flat,2.0
1774299716098,0.082243,-0.978319,0.174519,-0.0956231,-0.0292029,0.012976300000000001,3.27847,3,68.541,Foot-flat,2.0
1774299716111,0.0844332,-0.978253,0.172449,-0.092957,-0.0314742,0.014543500000000001,3.26688,3,68.554,Foot-flat,2.0
1774299716125,0.0829081,-0.975435,0.172777,-0.0910356,-0.033686600000000004,0.0160057,4.00376,3,68.568,Foot-flat,2.0
1774299716139,0.0827096,-0.97021,0.176933,-0.0863659,-0.0359076,0.016298200000000002,3.26805,3,68.582,Foot-flat,2.0
1774299716152,0.0826586,-0.969537,0.179552,-0.0835039,-0.038034,0.0156281,3.30314,3,68.595,Foot-flat,2.0
1774299716165,0.0811898,-0.970474,0.178106,-0.08312760000000001,-0.0404137,0.0163872,3.29382,3,68.608,Foot-flat,2.0
1774299716179,0.0827427,-0.974766,0.174107,-0.0787773,-0.042801200000000005,0.0164913,3.26532,3,68.622,Foot-flat,2.0
1774299716192,0.0812916,-0.977311,0.170625,-0.0788673,-0.042841,0.015990200000000003,3.29031,3,68.635,Foot-flat,2.0
1774299716205,0.0841106,-0.978655,0.170893,-0.0742593,-0.043563700000000004,0.015161800000000001,3.26688,3,68.648,Foot-flat,2.0
1774299716219,0.0822046,-0.975799,0.174182,-0.0760714,-0.042546,0.0168761,3.98981,3,68.662,Heel-off,3.0
1774299716233,0.0810332,-0.975907,0.174092,-0.0760349,-0.042497400000000005,0.017471,3.26808,3,68.676,Heel-off,3.0
1774299716246,0.0795394,-0.982277,0.168838,-0.0778972,-0.04063170000000001,0.0162469,3.42453,3,68.689,Heel-off,3.0
1774299716260,0.0804384,-0.982188,0.167647,-0.0778482,-0.038673700000000005,0.0154898,3.29681,3,68.703,Heel-off,3.0
1774299716273,0.0826435,-0.97908,0.173832,-0.0782215,-0.0373736,0.0157342,3.27138,3,68.716,Heel-off,3.0
1774299716287,0.0811433,-0.980518,0.172284,-0.08458560000000001,-0.0362407,0.016346,3.28416,3,68.73,Heel-off,3.0
1774299716300,0.080392,-0.972316,0.176408,-0.08598549999999999,-0.034469,0.0193299,3.2799,3,68.743,Heel-off,3.0
1774299716314,0.0778265,-0.978043,0.173605,-0.0904412,-0.0316492,0.0186096,4.02442,3,68.757,Heel-off,3.0
1774299716327,0.0777755,-0.97674,0.169163,-0.09430440000000001,-0.0281526,0.019043,3.26914,3,68.77,Heel-off,3.0
1774299716341,0.0802251,-0.976615,0.167562,-0.0925471,-0.0263808,0.020368400000000002,3.28879,3,68.784,Heel-off,3.0
1774299716354,0.0774427,-0.970356,0.168455,-0.0978337,-0.0232354,0.0231652,3.31757,3,68.797,Heel-off,3.0
1774299716368,0.0784869,-0.975432,0.16206,-0.0988758,-0.0214996,0.024113799999999998,3.29636,3,68.811,Heel-off,3.0
