time,ax,ay,az,gx,gy,gz
1746730014.2824013,-0.89,-9.74,-9.21,0.03,0.0,-0.03
1746730014.2905724,-0.9,-9.74,-9.09,0.03,0.01,-0.03
1746730014.2905724,-0.87,-9.78,-9.17,0.03,0.01,-0.03
1746730014.3074114,-0.9,-9.77,-9.16,0.03,0.01,-0.03
1746730014.315905,-0.86,-9.73,-9.21,0.03,0.01,-0.02
1746730014.324363,-0.98,-9.67,-9.17,0.02,0.01,-0.03
1746730014.3379903,-0.94,-9.67,-9.27,0.03,0.01,-0.03
1746730014.3675323,-1.0,-9.74,-9.33,0.03,-0.01,-0.03
1746730014.373087,-0.83,-9.71,-9.33,0.05,-0.0,-0.04
1746730014.373087,-0.84,-9.71,-9.18,0.06,0.0,-0.03
1746730014.373087,-0.86,-9.78,-9.14,0.05,0.01,-0.03
1746730014.3813362,-0.85,-9.78,-9.17,0.03,0.01,-0.02
1746730014.3980644,-0.88,-9.79,-9.07,0.01,0.01,-0.02
1746730014.406532,-0.86,-9.74,-9.23,0.0,0.0,-0.03
