t,mode,S,prom
4.994,5.0,5.0,-0.05339558441191912
5.004,5.0,5.0,-0.0523244945332408
5.014,5.0,5.0,-0.05125340465456248
5.024,5.0,5.0,-0.05065689999610186
5.035,5.0,5.0,-0.04910605568438768
5.045,5.0,5.0,-0.04500504210591316
5.055,5.0,5.0,-0.04290046766400337
5.065,5.0,5.0,-0.04079589322209358
5.075,5.0,5.0,-0.042298567853868006
5.085,5.0,5.0,-0.04212033059448004
5.095,5.0,5.0,-0.04017752166837454
5.105,5.0,5.0,-0.03887924533337354
5.115,5.0,5.0,-0.0359607120975852
5.125,5.0,5.0,-0.03242964241653681
5.135,5.0,5.0,-0.027921098005026575
5.145,5.0,5.0,-0.026572944317013025
5.155,5.0,5.0,-0.025396458525210615
5.165,5.0,5.0,-0.023928026854991912
5.175,5.0,5.0,-0.021404445078223942
5.185,5.0,5.0,-0.020213201735168697
5.195,5.0,5.0,-0.018069046456366776
5.205,5.0,5.0,-0.014136437210254371
5.215,5.0,5.0,-0.011400211893487722
5.225,5.0,5.0,-0.008663986576721072
5.235,5.0,5.0,-0.005104944715276361
5.245,5.0,5.0,-0.00024014622904360293
5.255,5.0,5.0,0.002205397887155414
5.265,5.0,5.0,0.004063409706577659
5.275,5.0,5.0,0.005921421525999904
5.285,5.0,5.0,0.00800906387157738
5.295,5.0,5.0,0.007646399969235063
5.305,5.0,5.0,0.007583803241141139
5.315,5.0,5.0,0.008274280338082463
5.325,5.0,5.0,0.008964757435023785
5.335,5.0,5.0,0.0073500039055943486
5.345,5.0,5.0,0.00597949642688036
5.355,5.0,5.0,0.005320893740281463
5.365,5.0,5.0,0.001966387266293168
5.375,5.0,5.0,-0.0011152688879519702
5.385,5.0,5.0,-0.003234542487189173
5.395,5.0,5.0,-0.0014020693022757768
5.405,5.0,5.0,-0.0010434955824166535
5.415,5.0,5.0,-0.001583839883096516
5.425,5.0,5.0,0.00011719593312591316
5.435,5.0,5.0,0.0018340069567784668
5.445,5.0,5.0,0.0012273866450414062
5.455,5.0,5.0,-0.0011451961239799858
5.465,5.0,5.0,0.0006708772154524923
5.475,5.0,5.0,0.0022141002351418137
5.485,5.0,5.0,0.003669956349767745
5.495,5.0,5.0,-0.0007060547126457095
5.505,5.0,5.0,-0.004946219897828996
5.515,5.0,5.0,-0.005792981758713721
5.525,5.0,5.0,-0.00888112373650074
5.535,5.0,5.0,-0.011652014241553843
5.545,5.0,5.0,-0.01523060502950102
5.555,5.0,5.0,-0.015050239139236508
5.565,5.0,5.0,-0.015212274366058409
5.575,5.0,5.0,-0.015374309592880308
5.585,5.0,5.0,-0.01754356159362942
5.595,5.0,5.0,-0.015838646539486946
5.605,5.0,5.0,-0.010961360041983424
5.615,5.0,5.0,-0.009648171742446721
